factor_name,sharpe_ratio,ic,hit_rate,avg_return,volatility,n_active_positions,total_observations,avg_mse,cv_folds,avg_turnover,avg_leverage,penalized_sharpe,symbol,n_factors
"['trend_strength_10', 'realized_vol_10']",3.2198723022620284,0.002097723723598879,0.5419354838709678,0.0012835267161466436,0.006328000939004428,217,1085,0.001593121133058072,5,0.00016879299210438716,0.25739291467627873,2.5604089903722667,AAPL,2
"['trend_strength_10', 'volatility_10']",3.2198723022620284,0.0020977237235988723,0.5419354838709678,0.0012835267161466436,0.006328000939004428,217,1085,0.001593121133058072,5,0.00016879299210438716,0.25739291467627873,2.5604089903722667,AAPL,2
"['trend_strength_20', 'realized_vol_10']",2.6630541563963397,0.003000269067783799,0.5419354838709678,0.001062773193757993,0.006335207785382408,217,1085,0.0016284296941762807,5,0.0001605683194112233,0.2628999162988559,2.108413800310751,AAPL,2
"['trend_strength_20', 'volatility_10']",2.6630541563963397,0.0030002690677838092,0.5419354838709678,0.001062773193757993,0.006335207785382408,217,1085,0.0016284296941762807,5,0.0001605683194112233,0.2628999162988559,2.108413800310751,AAPL,2
['trend_strength_10'],2.594909600372907,0.002984735366773539,0.5419354838709678,0.0010324974993120555,0.006316362493899317,217,1085,0.0015967533807603389,5,0.00016997453302651356,0.21732095535393692,2.1313584657372586,AAPL,1
['momentum_10'],2.5048405156865106,0.007396932120908551,0.5419354838709678,0.0009956060654996125,0.0063096856744450595,217,1085,0.0016005482042286325,5,0.00022456743566572028,0.2155453725654933,2.060291534831107,AAPL,1
"['trend_strength_10', 'trend_strength_20']",2.4914086435847254,-0.004868109594568405,0.5465437788018433,0.0009897322018045272,0.006306276436673496,217,1085,0.0016284905466233553,5,0.00011161597496604467,0.24198363928066655,2.0058112556528322,AAPL,2
"['trend_strength_10', 'momentum_10']",2.3317790228117548,0.007217662378151576,0.5419354838709678,0.0009261538993680168,0.00630515894395281,217,1085,0.0016002938613477596,5,0.0002455069370412588,0.22062359080793575,1.9099336915961747,AAPL,2
"['momentum_10', 'realized_vol_10']",2.32636337211245,0.0050985731514266676,0.5419354838709678,0.0009268166237401685,0.006324359281371489,217,1085,0.0015958682124733406,5,0.00017557865680429015,0.26247058318276884,1.8424507533631806,AAPL,2
"['momentum_10', 'volatility_10']",2.32636337211245,0.005098573151426684,0.5419354838709678,0.0009268166237401685,0.006324359281371489,217,1085,0.0015958682124733406,5,0.00017557865680429015,0.26247058318276884,1.8424507533631806,AAPL,2
"['volatility_10', 'realized_vol_10']",2.2911575986633754,-0.059876600579875684,0.5622119815668203,0.0009112240453303712,0.006313504267047034,217,1085,0.0012619647824847371,5,0.0002161114903914204,0.2894332756268941,1.7765740220175124,MSFT,2
['volatility_10'],2.2911575986633754,-0.05987660057987571,0.5622119815668203,0.0009112240453303712,0.006313504267047034,217,1085,0.0012619647824847371,5,0.0002161114903914204,0.2894332756268941,1.7765740220175124,MSFT,1
['realized_vol_10'],2.2911575986633754,-0.05987660057987571,0.5622119815668203,0.0009112240453303712,0.006313504267047034,217,1085,0.0012619647824847371,5,0.0002161114903914204,0.2894332756268941,1.7765740220175124,MSFT,1
['trend_strength_20'],2.263903223154365,-0.0018975168719601238,0.5419354838709678,0.0008989731128613289,0.0063036067998985335,217,1085,0.0016210796078878133,5,0.00010690069126109202,0.2382322125316404,1.8281771115686802,AAPL,1
['volatility_10'],2.224108992740696,0.011221537607476312,0.5419354838709678,0.0008862161665782074,0.00632533996921155,217,1085,0.0015643540227054387,5,0.0001774178056853978,0.2625527043343714,1.7613494393966844,AAPL,1
['realized_vol_10'],2.224108992740696,0.011221537607476312,0.5419354838709678,0.0008862161665782074,0.00632533996921155,217,1085,0.0015643540227054387,5,0.0001774178056853978,0.2625527043343714,1.7613494393966844,AAPL,1
"['volatility_10', 'realized_vol_10']",2.216740712844402,0.010373572448787442,0.5419354838709678,0.0008832576006404361,0.006325178063528162,217,1085,0.001564762103389089,5,0.0001775602983262245,0.2622690366337386,1.755908501976571,AAPL,2
['mean_reversion_50'],2.1739813685604283,0.01591151986773395,0.5391705069124424,0.0008670632139298799,0.0063313338417888805,217,1085,0.0016737238259640866,5,0.0001715781035347625,0.22599835852722883,1.7729853779762657,AAPL,1
"['realized_vol_10', 'rsi_60']",2.1022117403856293,-0.05272001006460808,0.5474654377880185,0.0008346510840606234,0.006302731045150923,217,1085,0.0013161537429799922,5,0.00017129715644761796,0.28056388869432636,1.6414101553625704,MSFT,2
"['volatility_10', 'rsi_60']",2.1022117403856293,-0.05272001006460812,0.5474654377880185,0.0008346510840606234,0.006302731045150923,217,1085,0.0013161537429799922,5,0.00017129715644761796,0.28056388869432636,1.6414101553625704,MSFT,2
['momentum_5'],2.0856899973077305,0.008103403319634236,0.5419354838709678,0.0008334088475679784,0.006343203124008104,217,1085,0.0015957406583262882,5,0.0003206021107472951,0.23898737997434505,1.6829472798187177,AAPL,1
"['volatility_20', 'rsi_60']",1.9593913016123443,-0.06239987882998812,0.5585253456221199,0.0007815849020639397,0.006332209225310966,217,1085,0.0012978779210374215,5,0.00012734872322644702,0.2642892916707873,1.5496405528179102,MSFT,2
"['realized_vol_20', 'rsi_60']",1.9593913016123443,-0.062399878829988105,0.5585253456221199,0.0007815849020639397,0.006332209225310966,217,1085,0.0012978779210374215,5,0.00012734872322644702,0.2642892916707873,1.5496405528179102,MSFT,2
['realized_vol_5'],1.8879001909911697,-0.05711890358036772,0.5419354838709678,0.00075243045044217,0.00632685094341919,217,1085,0.0015805651088270922,5,0.000262946156637139,0.24117396902778027,1.5207379190192027,AAPL,1
['volatility_5'],1.8879001909911697,-0.05711890358036774,0.5419354838709678,0.00075243045044217,0.00632685094341919,217,1085,0.0015805651088270918,5,0.000262946156637139,0.24117396902778027,1.5207379190192027,AAPL,1
['volatility_20'],1.7940093635323695,-0.07937916232164212,0.5640552995391706,0.000716135144705234,0.006336808056361463,217,1085,0.0012571709773009415,5,0.00013903481993907745,0.2721118302623116,1.4101066171539898,MSFT,1
"['volatility_20', 'realized_vol_20']",1.7940093635323695,-0.08147223683450726,0.5686635944700461,0.000716135144705234,0.006336808056361463,217,1085,0.0012573701568493795,5,0.00013903481993907745,0.2721118302623116,1.4101066171539898,MSFT,2
['realized_vol_20'],1.7940093635323695,-0.07937916232164219,0.5640552995391706,0.000716135144705234,0.006336808056361463,217,1085,0.0012571709773009415,5,0.00013903481993907745,0.2721118302623116,1.4101066171539898,MSFT,1
"['mean_reversion_20', 'volume_ma_ratio_20']",1.6258332096368784,0.03629872719576234,0.5447004608294931,0.0006451016850463757,0.0062987222263566345,217,1085,0.0017961028425667839,5,0.000356840873132705,0.2673552883841837,1.2824940079964098,GOOGL,2
"['volatility_10', 'volatility_20']",1.5870706200140048,-0.08190265833425929,0.5695852534562212,0.0006339366920157183,0.006340885451024489,217,1085,0.001257004226526678,5,0.0001445162139789976,0.2715532322448929,1.2479935754681668,MSFT,2
"['volatility_10', 'realized_vol_20']",1.5870706200140048,-0.08190265833425928,0.5695852534562212,0.0006339366920157183,0.006340885451024489,217,1085,0.001257004226526678,5,0.0001445162139789976,0.2715532322448929,1.2479935754681668,MSFT,2
"['realized_vol_10', 'volatility_20']",1.5870706200140048,-0.08190265833425926,0.5695852534562212,0.0006339366920157183,0.006340885451024489,217,1085,0.001257004226526678,5,0.0001445162139789976,0.2715532322448929,1.2479935754681668,MSFT,2
"['realized_vol_10', 'realized_vol_20']",1.5870706200140048,-0.0819026583342593,0.5695852534562212,0.0006339366920157183,0.006340885451024489,217,1085,0.001257004226526678,5,0.0001445162139789976,0.2715532322448929,1.2479935754681668,MSFT,2
"['momentum_5', 'volume_ma_ratio_20']",1.4155017697255294,0.06277466760443656,0.5447004608294931,0.0005610711009365659,0.006292275852927602,217,1085,0.0017744690051856103,5,0.00042967279235325595,0.26225355954792573,1.1210268208773264,GOOGL,2
"['momentum_60', 'volume_ma_ratio_20']",1.3580621413004412,-0.047317587686452875,0.543778801843318,0.0005402646814209166,0.006315201399352132,217,1085,0.0019413495136911378,5,0.00033041117779369374,0.24390550166369718,1.091482834793767,GOOGL,2
['rsi_60'],1.243541547750957,-0.05186034451880948,0.5723502304147465,0.0004937082459107891,0.006302463675287511,217,1085,0.0013068692720908444,5,0.00015939383319848674,0.2836619883402699,0.9686250478596026,MSFT,1
['momentum_60'],1.1836463824758403,-0.048761239930383705,0.5714285714285714,0.0004702062245888084,0.006306184449654906,217,1085,0.0012963842835889562,5,0.00014557363137851617,0.2728868124197033,0.9297849728297056,MSFT,1
['rsi_10'],1.1234647093624939,-0.04465213248292256,0.5428571428571428,0.00044686907199743657,0.00631424070516107,217,1085,0.0012952252007145913,5,0.0003389561542547898,0.3388769925202505,0.8388973492097729,MSFT,1
"['momentum_10', 'trend_strength_20']",1.1214074784444554,-0.003185499018557863,0.5428571428571428,0.00044565122748081905,0.006308584570991814,217,1085,0.0016279220957682423,5,0.00013245630295801358,0.22730447704044832,0.9136171871493729,AAPL,2
"['rsi_60', 'volume_ma_ratio_20']",1.1044258594148588,-0.05762619442820622,0.5336405529953917,0.00043887796886271543,0.006308229483857403,217,1085,0.001957856116683154,5,0.00034293826376367923,0.24504734297978592,0.8868110471458516,GOOGL,2
"['momentum_60', 'rsi_60']",1.0819629268020041,-0.08515265809936959,0.5382488479262673,0.00042942783892587464,0.006300544536422995,217,1085,0.0019545302023370654,5,0.00010166195896431644,0.22774310112610358,0.8811886969192076,GOOGL,2
['momentum_60'],1.0150819446235406,-0.07633589103647882,0.535483870967742,0.0004030289045132376,0.006302826632828843,217,1085,0.0019353116524976114,5,0.0001041624714778849,0.22686894631924706,0.8273057798503676,GOOGL,1
['mean_reversion_20'],0.9965393322485147,-0.01396089770475721,0.5410138248847927,0.00039437649700526186,0.006282273665910014,217,1085,0.0012941040297475832,5,0.0002783440091741037,0.2858656717120909,0.7748271733703624,MSFT,1
['momentum_10'],0.9828008043866094,-0.03340505336507784,0.5594470046082949,0.00039069079848449306,0.006310560722157889,217,1085,0.0012572036696064488,5,0.00032966542297440705,0.31804169437496116,0.7454658333424671,MSFT,1
"['momentum_5', 'mean_reversion_20']",0.9724327943808391,0.0327968795400657,0.5447004608294931,0.0003859376968167221,0.006300251327860056,217,1085,0.0017988508043553105,5,0.00035604820359625854,0.2570282670419165,0.7733775446299924,GOOGL,2
['mean_reversion_50'],0.9184501312647201,-0.03543591801487135,0.5493087557603686,0.0003642166354923886,0.006295126592482005,217,1085,0.0013821690566357518,5,0.00022542445243080766,0.309205127891474,0.7014118691676143,MSFT,1
['momentum_5'],0.9054346179550928,0.044033145714923484,0.5465437788018433,0.00035862895555912965,0.006287652430382459,217,1085,0.0017802319431559014,5,0.0003658354774896819,0.2541579639939751,0.7217357042860053,GOOGL,1
['mean_reversion_20'],0.8512906902359249,0.016560206358866073,0.5391705069124424,0.0003391529720115211,0.006324380830023558,217,1085,0.0018026554934760179,5,0.0002781363047938626,0.26352435526032586,0.6735947237939596,GOOGL,1
['rsi_60'],0.8277877758362886,-0.08484848223747536,0.5373271889400921,0.000328928997024701,0.006307879994333539,217,1085,0.0019521221424114936,5,0.00011999481688891483,0.2272902627708009,0.674418166802023,GOOGL,1
['volume_ma_ratio_20'],0.7955498230821627,-0.004775870801168361,0.5410138248847927,0.0003176020205433639,0.006337473313692767,217,1085,0.0017777020554995144,5,0.0005870235289186416,0.2606539458109374,0.6307675078922944,GOOGL,1
['volatility_5'],0.7855181989621003,-0.08953938418272145,0.5668202764976958,0.00031267206157939675,0.006318777983374544,217,1085,0.001271507257372476,5,0.00037138309216263064,0.30063707111648813,0.6037763985476162,MSFT,1
['realized_vol_5'],0.7855181989621003,-0.08953938418272143,0.5668202764976958,0.00031267206157939675,0.006318777983374544,217,1085,0.001271507257372476,5,0.00037138309216263064,0.30063707111648813,0.6037763985476162,MSFT,1
"['momentum_60', 'momentum_5']",0.7077632594010879,-0.023627797519809462,0.5465437788018433,0.0002812303763557818,0.006307750172712802,217,1085,0.0019507044826095026,5,0.0002966387335905299,0.23184101785965913,0.5744189828253362,GOOGL,2
['trend_strength_10'],0.6899806478828874,-0.05144402700333604,0.56036866359447,0.0002739740058765105,0.006303368833339479,217,1085,0.0012589154652433642,5,0.0002132034829921432,0.2984405116116835,0.5313045655381549,MSFT,1
"['momentum_5', 'rsi_60']",0.6761444700464648,-0.0348304985201369,0.535483870967742,0.0002685373320368625,0.006304714715103637,217,1085,0.0019632719565962,5,0.00030246183590210536,0.23310352521758168,0.5481929528019596,GOOGL,2
['trend_strength_20'],0.657794693938524,-0.017998957905297628,0.5529953917050692,0.00026089192483668094,0.006296084403325908,217,1085,0.0012848847745203372,5,0.00014565895352365896,0.3424330735135086,0.48994869204415653,MSFT,1
"['momentum_60', 'mean_reversion_20']",0.6528313539822147,-0.038640502739805,0.5345622119815668,0.0002598365183590028,0.006318288528122861,217,1085,0.001965480759719903,5,0.0002162188085005209,0.23996058151027647,0.5264018435229637,GOOGL,2
['mean_reversion_10'],0.6173577977132939,0.023637101609875224,0.5502304147465438,0.0002448445743478409,0.006295841950849007,217,1085,0.0017920497296546266,5,0.0003589322558265739,0.24028662204460532,0.4976101317361396,GOOGL,1
['momentum_10'],0.6101525759202725,-0.026123833990946817,0.5419354838709678,0.00024337601263741367,0.006331980851306757,217,1085,0.0017930560922784263,5,0.0002905032652322079,0.2619591776430379,0.48338501102351505,GOOGL,1
"['mean_reversion_20', 'rsi_60']",0.5717001917823858,-0.047742817706548195,0.5253456221198156,0.00022756505816140475,0.0063188422145452556,217,1085,0.001975217391030694,5,0.0002249989668341404,0.24222625398383257,0.4601389313461347,GOOGL,2
['rsi_20'],0.5298643646739275,-0.013075635575847993,0.5576036866359447,0.0002101945406283616,0.006297337792719899,217,1085,0.0013262855235897848,5,0.0002495000616817975,0.34393174486341227,0.3941911603620498,MSFT,1
['momentum_60'],0.46642075225686824,0.06643262921307917,0.5419354838709678,0.00018536959960210072,0.006309005662449758,217,1085,0.0016065599495586203,5,0.00011229264319411081,0.2252022263785129,0.38065390152175727,AAPL,1
['momentum_20'],0.4336240352941395,-0.019617108029924783,0.5585253456221199,0.00017228714905081528,0.006307246555254808,217,1085,0.0012875754954487268,5,0.00023054387517047753,0.31385026128657467,0.3299827785253788,MSFT,1
['trend_strength_20'],0.4292288345025731,-0.027370239552510462,0.5419354838709678,0.00017032688364618088,0.006299333215654144,217,1085,0.0018209899154122008,5,0.00010677390045987912,0.27870710636115564,0.3356460554015592,GOOGL,1
['realized_vol_20'],0.4121046802422836,-0.03758564253848091,0.5419354838709678,0.00016356733940455837,0.006300707418647091,217,1085,0.0015616917249458868,5,7.900946558898288e-05,0.22825010583555919,0.33550021334571095,AAPL,1
['volatility_20'],0.4121046802422836,-0.03758564253848088,0.5419354838709678,0.00016356733940455837,0.006300707418647091,217,1085,0.0015616917249458868,5,7.900946558898288e-05,0.22825010583555919,0.33550021334571095,AAPL,1
['rsi_10'],0.3635876893919285,-0.022137059213170336,0.5400921658986175,0.00014504481285723157,0.006332763979252446,217,1085,0.001803854091439093,5,0.00027408969006190295,0.2574114362849012,0.2890926880231636,GOOGL,1
['rsi_60'],0.3364486485470782,0.06442738978108482,0.5428571428571428,0.00013384497164727416,0.006315148134690057,217,1085,0.0015891172419336204,5,0.00011159482640134196,0.2145728370932132,0.2769844082181698,AAPL,1
['rsi_5'],0.21661508675983607,0.03369901497671807,0.5317972350230414,8.563293851403605e-05,0.0062755589945132,217,1085,0.0017892251172306195,5,0.0003792950662347211,0.24934560064116681,0.17333021651714958,GOOGL,1
['momentum_20'],0.15234123120742363,0.027870029362783752,0.5557603686635945,6.0548492618069516e-05,0.006309372155819982,217,1085,0.0018213220519233454,5,0.0002100874511051533,0.2880002324626074,0.11825804284631707,GOOGL,1
['upper_shadow'],0.11084325893421791,-0.04626462403194329,0.5714285714285714,4.51972006204758e-05,0.00647295400448523,217,1085,0.0012429593854626597,5,0.000948008919242329,0.31664627605477397,0.08412548551423309,MSFT,1
['rsi_20'],0.044397657001227865,0.013806471454904112,0.5566820276497696,1.762745530606841e-05,0.006302746514592852,217,1085,0.001843016246854741,5,0.0002248874936654259,0.29571983214775877,0.0342589126899736,GOOGL,1
['realized_vol_10'],0.007857346989387904,-0.11840384398824054,0.5419354838709678,3.1152190521560492e-06,0.0062937998558243585,217,1085,0.0018323812147038343,5,0.0001814180462998804,0.2647286762384589,0.0062117829756357735,GOOGL,1
['volatility_10'],0.007857346989387904,-0.11840384398824047,0.5419354838709678,3.1152190521560492e-06,0.0062937998558243585,217,1085,0.0018323812147038343,5,0.0001814180462998804,0.2647286762384589,0.0062117829756357735,GOOGL,1
['price_volume_trend'],-0.0013494201152877792,-0.006860706625252038,0.5428571428571428,-5.418542430736394e-07,0.006374345058783679,217,1085,0.0017835286602186427,5,0.0007900051998048964,0.24693365319357957,-0.0010815055931738466,GOOGL,1
['mean_reversion_10'],-0.04422214651135192,-0.006801546928924749,0.5539170506912442,-1.7589143909209843e-05,0.006314008373114546,217,1085,0.0012586798969308364,5,0.00045224755252056264,0.31011919325237763,-0.03374264472312362,MSFT,1
['open_close_ratio'],-0.06521251912323335,0.021651696712195034,0.543778801843318,-2.591597339735895e-05,0.006308655593936315,217,1085,0.0017768319685739832,5,0.0008235248172066342,0.23863975456888126,-0.05261351442015566,GOOGL,1
['volume_ma_ratio_10'],-0.10283606100792951,-0.0051404699644296325,0.5410138248847927,-4.106122334598246e-05,0.006338503309252901,217,1085,0.001781984113388683,5,0.00059149327619404,0.25165185112668187,-0.08212146741891146,GOOGL,1
['momentum_5'],-0.20598324664729376,-0.029162063967772527,0.5594470046082949,-8.186461190547152e-05,0.006309058852234792,217,1085,0.0012559732740211446,5,0.0003272737642531427,0.24973252770890028,-0.1647787141099565,MSFT,1
['volatility_20'],-0.30740358673144974,-0.12407217246110977,0.5391705069124424,-0.0001220564465057219,0.006303069007100049,217,1085,0.0018376171409619755,5,0.00012791075471494282,0.2747805441958003,-0.24111816463197072,GOOGL,1
['realized_vol_20'],-0.30740358673144974,-0.12407217246110977,0.5391705069124424,-0.0001220564465057219,0.006303069007100049,217,1085,0.0018376171409619755,5,0.00012791075471494282,0.2747805441958003,-0.24111816463197072,GOOGL,1
['high_low_ratio'],-0.4720004757614405,-0.03313699828661973,0.5658986175115207,-0.00018711012850362055,0.00629296231538706,217,1085,0.0012466667282977758,5,0.0007381159416510375,0.2881301631137006,-0.36621312156691693,MSFT,1
['trend_strength_10'],-0.49347268708827413,-0.03554116113418859,0.5382488479262673,-0.00019642806701758314,0.006318888515287026,217,1085,0.0017925427564747065,5,0.000203022412557818,0.26077802468453604,-0.3913402887571532,GOOGL,1
['price_volume_trend'],-0.5269114228756838,0.021762880953860565,0.5428571428571428,-0.00021002386872037625,0.006327487716882098,217,1085,0.0015696840086846919,5,0.0006959005403301968,0.2200165203679914,-0.43164255057191403,AAPL,1
['rsi_5'],-0.6102898940749876,-0.045839707767270296,0.5714285714285714,-0.0002426983890475717,0.0063129301722008695,217,1085,0.0012600001332689309,5,0.0003922670922686665,0.28762792133041476,-0.47382013074061513,MSFT,1
['volume_ma_ratio_20'],-0.7420220664477902,0.017855490953507382,0.5419354838709678,-0.00029680183429381174,0.006349653556545384,217,1085,0.0015720747624144668,5,0.00046111645600236263,0.22281696045864804,-0.6065849461794629,AAPL,1
['mean_reversion_50'],-0.8578127602621366,-0.031858260166801655,0.5493087557603686,-0.0003409117004293228,0.006308842349879547,217,1085,0.0019742127282486597,5,0.000166091552550097,0.2672048212515039,-0.6768442857539066,GOOGL,1
['realized_vol_5'],-1.017916199342242,-0.09142145946119822,0.5364055299539171,-0.0004034577307685423,0.006291964824784872,217,1085,0.001880206556466799,5,0.00032705640364343226,0.25405409091332204,-0.8114887580377738,GOOGL,1
['volatility_5'],-1.017916199342242,-0.09142145946119822,0.5364055299539171,-0.0004034577307685423,0.006291964824784872,217,1085,0.001880206556466799,5,0.00032705640364343226,0.25405409091332204,-0.8114887580377738,GOOGL,1
['upper_shadow'],-1.0996329744462923,0.024824790792216684,0.5419354838709678,-0.00043605799236544557,0.006295014964872279,217,1085,0.001568911093951525,5,0.0006631591048381647,0.21579364997390876,-0.9039638450288026,AAPL,1
['upper_shadow'],-1.2227126846461118,-0.032190231931656564,0.5419354838709678,-0.0004919759305750364,0.006387335208064149,217,1085,0.0017886339114098482,5,0.0008759466511501048,0.2783604525307551,-0.9558144885715093,GOOGL,1
['high_low_ratio'],-1.2998743042610592,-0.007114750635776828,0.5373271889400921,-0.0005174444173068779,0.006319207515703507,217,1085,0.0018092152175504278,5,0.0007344345828795428,0.2593071160921856,-1.0316122540281738,GOOGL,1
['volume_ma_ratio_10'],-1.320637766134628,0.012320891201624001,0.5419354838709678,-0.0005263019765521165,0.006326325871571497,217,1085,0.0015782393290442777,5,0.0004921532368513235,0.2207563704523907,-1.0813833061145846,AAPL,1
['lower_shadow'],-1.5092617453352917,0.006184290361613154,0.5364055299539171,-0.0005963685704711468,0.006272641304578584,217,1085,0.0017746912047194464,5,0.0007956750218583897,0.2432957214564267,-1.2131437847795092,GOOGL,1
['high_low_ratio'],-1.682280579583521,0.026643342715258655,0.5419354838709678,-0.0006657880930592019,0.006282577620453792,217,1085,0.001588620632903991,5,0.0005456879259586055,0.22404654935447532,-1.3737475449946654,AAPL,1
['open_close_ratio'],-1.797875347377224,0.012195497787193997,0.567741935483871,-0.0007180276722703249,0.006339892222432066,217,1085,0.0012369370646556186,5,0.0008795364882031726,0.2637321299859857,-1.4216817660632572,MSFT,1
['lower_shadow'],-2.0157929203624367,-0.06811880167822262,0.5714285714285714,-0.0008037893657602382,0.006329896528947711,217,1085,0.001247621217343686,5,0.0009811933896583965,0.2792084573702214,-1.5746049182368616,MSFT,1
['volume_ma_ratio_10'],-2.1982236321687023,-0.03696491461580399,0.5732718894009217,-0.0008681420899882584,0.006269302283437142,217,1085,0.0012464414187153172,5,0.0006463941291227219,0.28446778641364345,-1.7105278779511137,MSFT,1
['price_volume_trend'],-2.387320090842939,-0.05732762850867282,0.5695852534562212,-0.0009465648269975866,0.006294191905750407,217,1085,0.0012506245372408246,5,0.0009264579094687789,0.2764286940753728,-1.8689556206301419,MSFT,1
['open_close_ratio'],-2.6128425189671343,0.011103120516790037,0.5419354838709678,-0.0010373028959839393,0.006302206452393831,217,1085,0.0015727293337593888,5,0.0006454948255231513,0.2002484079258164,-2.1757480098624136,AAPL,1
['momentum_20'],-2.7193237043541245,0.014759074098134836,0.5419354838709678,-0.0010749579680845987,0.00627524729515347,217,1085,0.0016144408672861764,5,0.00017179816870528964,0.20925514656397784,-2.2484398220143595,AAPL,1
['lower_shadow'],-2.7839511515449047,0.00883080136216996,0.5428571428571428,-0.0010966282345269164,0.006253139005632235,217,1085,0.001614906191617299,5,0.0007299567659560949,0.23195177914910958,-2.258450880249535,AAPL,1
['rsi_20'],-3.0029209965639225,0.000751787664623941,0.5419354838709678,-0.0011878540978719997,0.006279419019803154,217,1085,0.0016190172013142705,5,0.00018352468491470052,0.22176017161786843,-2.4574953867758524,AAPL,1
['rsi_5'],-3.075294957085784,-0.01690535133304087,0.5419354838709678,-0.0012175975269645653,0.006285173223907395,217,1085,0.0016079125203209029,5,0.00031963342651531866,0.24276158743838452,-2.4739292215725714,AAPL,1
['mean_reversion_10'],-3.3089229104315097,-0.02039017162627694,0.5419354838709678,-0.001306455859610972,0.006267702325460917,217,1085,0.0016194063454428303,5,0.0003460453316147359,0.24817131618041877,-2.6502818562524393,AAPL,1
['volume_ma_ratio_20'],-3.3682488003381206,-0.06034222721629481,0.5732718894009217,-0.0013257439106650454,0.006248211870974318,217,1085,0.0012500692755690822,5,0.0005965021310786689,0.2684573148271379,-2.65414181442001,MSFT,1
['rsi_10'],-3.4238109783954287,-0.02222722480844344,0.5410138248847927,-0.0013590238547170014,0.0063011173830700064,217,1085,0.0016385421603943128,5,0.00023371039571020544,0.22889327836102047,-2.785563257266553,AAPL,1
['mean_reversion_20'],-3.5368822008982437,-0.029947793422766083,0.5400921658986175,-0.0013957839462827835,0.006264665311560645,217,1085,0.001680635127337761,5,0.0002482587868404354,0.254911862484284,-2.817873306328739,AAPL,1
